,url,name,labels
0,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/198/566/1553502722/original/129058-preview-small.jpg,866129058-leopard.jpg,"['Animals/Birds', 'Tropical', 'Animal Skins']"
1,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/198/586/1553503734/original/129060-preview-small.jpg,195129060-leopard.jpg,"['Animals/Birds', 'Tropical', 'Animal Skins']"
2,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/200/349/1553669438/original/129260-preview-small.jpg,630129260-leopard.jpg,"['Animals/Birds', 'Animal Skins', 'Nature']"
3,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/212/768/1555062672/original/130701-preview-small.jpg,269130701-leopard.jpg,"['Animals/Birds', 'Tropical', 'Nature']"
4,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/212/786/1555063278/original/130704-preview-small.jpg,109130704-leopard.jpg,"['Animals/Birds', 'Tropical', 'Nature']"
5,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/393/980/1576674276/original/152038-preview-small.jpg,595152038-leopard.jpg,"['Animals/Birds', 'Tropical', 'Animal Skins']"
6,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/399/660/1577549207/original/152724-preview-small.jpg,436152724-leopard.jpg,"['Animals/Birds', 'Camouflage', 'Nature']"
7,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/399/672/1577550094/original/152726-preview-small.jpg,828152726-leopard.jpg,"['Animals/Birds', 'Tropical', 'Nature']"
8,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/399/696/1577550925/original/152730-preview-small.jpg,206152730-leopard.jpg,"['Geometric', 'Animals/Birds', 'Nature']"
9,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/238/338/1557968923/original/133693-preview-small.jpg,227133693-leopard.jpg,"['Animals/Birds', 'Animal Skins', 'Nature']"
10,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/220/252/1556092138/original/131625-preview-small.jpg,974131625-leopard.jpg,"['Animals/Birds', 'Tropical', 'Animal Skins']"
11,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/204/631/1554186701/original/129769-preview-small.jpg,714129769-leopard.jpg,"['Animals/Birds', 'Tropical', 'Nature']"
12,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/602/839/1596324790/original/175409-preview-small.jpg,647175409-leopard-print.jpg,"['Animals/Birds', 'Camouflage', 'Animal Skins']"
13,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/534/514/1590533761/original/167986-preview-small.jpg,524167986-leopard.jpg,"['Traditional', 'Texture', 'Animal Skins']"
14,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/907/192/1621969193/original/209559-preview-small.jpg,467209559-leopard.jpg,"['Animals/Birds', 'Conversationals', 'Animal Skins']"
15,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/855/005/1617991257/original/203363-preview-small.jpg,346203363-leopard.jpg,['Animal Skins']
16,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/078/599/1635290030/original/229122-preview-small.jpg,461229122-leopard.jpg,"['Animals/Birds', 'Animal Skins', 'Nature']"
17,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/933/710/1624286219/original/212668-preview-small.jpg,543212668-leopard.jpg,"['Animals/Birds', 'Animal Skins', 'Nature']"
18,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/904/568/1621773018/original/209256-preview-small.jpg,235209256-leopard.jpg,"['Texture', 'Animal Skins']"
19,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/958/676/1626202640/original/215504-preview-small.jpg,333215504-leopard.jpg,"['Animals/Birds', 'Placements', 'Animal Skins']"
20,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/143/068/1546597854/original/122604-preview-small.jpg,204122604-leopard.jpg,"['Abstract', 'Placements', 'Animal Skins']"
21,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/473/628/1585167762/original/121526-preview-small.jpg,762121526-leopard.jpg,"['Animals/Birds', 'Abstract', 'Camouflage']"
22,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/295/282/1649424132/original/253319-preview-small.jpg,204253319-leopard.jpg,"['Animals/Birds', 'Ethnic', 'Animal Skins']"
23,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/383/353/1655229947/original/262945-preview-small.jpg,814262945-leopard.jpg,"['Traditional', 'Animal Skins']"
24,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/383/365/1655230178/original/262947-preview-small.jpg,728262947-leopard.jpg,"['Conversationals', 'Traditional', 'Animal Skins']"
25,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/384/716/1655312612/original/263093-preview-small.jpg,645263093-leopard.jpg,"['Traditional', 'Animal Skins']"
26,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/001/841/324/1502865684/original/88468-preview-small.jpg,53588468-leopard.jpg,"['Animals/Birds', 'Conversationals']"
27,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/473/984/1661274176/original/273297-preview-small.jpg,692273297-leopard.jpg,"['Animals/Birds', 'Animal Skins']"
28,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/485/519/1662059929/original/274577-preview-small.jpg,712274577-leopard.jpg,"['Animals/Birds', 'Conversationals', 'Nature']"
29,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/493/100/1662557804/original/275497-preview-small.jpg,903275497-leopard.jpg,"['Animals/Birds', 'Traditional', 'Animal Skins']"
30,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/495/429/1662678275/original/275775-preview-small.jpg,998275775-leopard.jpg,"['Animals/Birds', 'Camouflage', 'Animal Skins']"
31,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/001/675/158/1479228763/original/54374-preview-small.jpg,57654374-leopard.jpg,"['Tropical', 'Texture', 'Animal Skins']"
32,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/537/855/1665225116/original/280801-preview-small.jpg,777280801-leopards.jpg,"['Animals/Birds', 'Tropical', 'Nature']"
33,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/424/207/1657723117/original/267608-preview-small.jpg,263267608-leopards.jpg,"['Animals/Birds', 'Conversationals', 'Tropical']"
34,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/395/711/1655996589/original/264327-preview-small.jpg,631264327-leopard.jpg,"['Traditional', 'Texture', 'Animal Skins']"
35,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/814/141/1683650759/original/312988-preview-small.jpg,449312988-leopards.jpg,"['Animals/Birds', 'Conversationals', 'Animal Skins']"
36,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/550/890/1591962922/original/169717-preview-small.jpg,242169717-leopard.jpg,"['Animals/Birds', 'Animal Skins']"
37,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/003/756/748/1679509127/original/269018-preview-small.jpg,106269018-leopard.jpg,"['Animals/Birds', 'Conversationals', 'Tropical']"
38,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/017/348/1528380231/original/107701-preview-small.jpg,986107701-leopard.jpg,"['Texture', 'Camouflage', 'Animal Skins']"
39,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/001/921/640/1516110230/original/97301-preview-small.jpg,15297301-leopard.jpg,"['Animals/Birds', 'Conversationals', 'Animal Skins']"
40,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/001/964/071/1521537993/original/101972-preview-small.jpg,580101972-leopard.jpg,"['Traditional', 'Texture', 'Animal Skins']"
41,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/780/340/1681154421/original/309118-preview-small.jpg,995309118-leopard.jpg,"['Animals/Birds', 'Camouflage', 'Animal Skins']"
42,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/003/828/555/1684547250/original/314674-preview-small.jpg,474314674-leopard.jpg,"['Animals/Birds', 'Camouflage', 'Animal Skins']"
43,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/001/993/045/1525098625/original/104856-preview-small.jpg,866104856-love-leopards-leopards-spots-hearts.jpg,"['Animals/Birds', 'Conversationals', 'Animal Skins']"
44,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/003/676/247/1674568573/original/297182-preview-small.jpg,424297182-graphic-leopard-and-leopard-spots-beige.jpg,"['Animals/Birds', 'Texture', 'Animal Skins']"
45,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/162/784/1549303360/original/124885-preview-small.jpg,241124885-coloured-leopard.jpg,"['Animals/Birds', 'Texture', 'Animal Skins']"
46,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/164/894/1549538077/original/125128-preview-small.jpg,925125128-tropical-leopard.jpg,"['Floral', 'Tropical', 'Animal Skins']"
47,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/165/321/1549567889/original/125179-preview-small.jpg,468125179-leopard-jungle.jpg,"['Tropical', 'Camouflage', 'Animal Skins']"
48,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/166/683/1549762368/original/125337-preview-small.jpg,372125337-amazon-leopard.jpg,"['Tropical', 'Camouflage', 'Nature']"
49,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/188/319/1552424075/original/127850-preview-small.jpg,764127850-leopard-estp_diana_0225.jpg,"['Camouflage', 'Animal Skins', 'Nature']"
50,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/225/907/1556657896/original/132316-preview-small.jpg,581132316-crayon-leopard.jpg,"['Animals/Birds', 'Conversationals', 'Animal Skins']"
51,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/245/180/1558659662/original/134474-preview-small.jpg,507134474-leopard-print.jpg,"['Traditional', 'Animal Skins', 'Tribal']"
52,https://production-cdn1.patternbank.com/uploads/uploaded_files/attachments/002/246/137/1558811613/original/134598-preview-small.jpg,758134598-leopard-spots.jpg,['Animal Skins']
53,https://production-cdn.patternbank.com/uploads/uploaded_files/attachments/002/247/754/1559021537/original/134768-preview-small.jpg,136134768-leopard-retro.jpg,"['Animals/Birds', 'Conversationals', 'Tropical']"
54,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/153/520/1548122008/original/123857-preview-small.jpg,476123857-leopard-coral.jpg,"['Conversationals', 'Abstract', 'Animal Skins']"
55,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/154/356/1548204550/original/123956-preview-small.jpg,250123956-leopard-jungle.jpg,"['Animals/Birds', 'Tropical', 'Animal Skins']"
56,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/155/153/1548286369/original/124053-preview-small.jpg,678124053-leopard-roses.jpg,"['Floral', 'Camouflage', 'Animal Skins']"
57,https://production-cdn2.patternbank.com/uploads/uploaded_files/attachments/002/157/323/1548664927/original/124295-preview-small.jpg,908124295-leopard-cat.jpg,"['Floral', 'Animals/Birds', 'Tropical']"
